VENDEDOR,MATERIAL,Fecha,Documento,Cantidad,Total_Ingresos,Precio Promedio,Precio iva incluido,NOTA ,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,10/01/2023,FV FVE 3111,40,"57.142,86","1.428,57",68000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,10/01/2023,FV FVE 3109,600,"806.722,69","1.344,54",960000,,
VENTAS RESTREPO,11201 CAM 70 ROJO,10/01/2023,FV FVE 3111,40,"57.142,86","1.428,57",68000,,
VENTAS RESTREPO,11201 CAM 70 ROJO,10/01/2023,FV FVR 13233,35,"50.000,00","1.428,57",59500,,
VENTAS RESTREPO,11301 CAM 70 VERDE CALI,10/01/2023,FV FVR 13233,75,"100.840,34","1.344,54",120000,,
VENTAS RESTREPO,11307 CAM 70 VERDE BOTELLA,10/01/2023,FV FVE 3109,700,"941.176,47","1.344,54",1120000,,
VENTAS RESTREPO,120101 P.CONEJO NEGRO,10/01/2023,FV FVR 13229,1,"10.504,20","10.504,20",12500,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,10/01/2023,FV FVE 3108,16,"41.680,67","2.605,04",49600,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,10/01/2023,FV FVR 13227,10,"32.352,94","3.235,29",38500,,
VENTAS RESTREPO,20403 CAM 100 BEIGE HUESO,10/01/2023,FV FVR 13234,2,"4.369,75","2.184,87",5200,,
VENTAS RESTREPO,21001 CAM 100 NARANJA ZANAHORIA,10/01/2023,FV FVR 13234,2,"4.369,75","2.184,87",5200,,
VENTAS RESTREPO,21002 CAM 100 NARANJA PASTEL,10/01/2023,FV FVR 13234,2,"4.369,75","2.184,87",5200,,
VENTAS RESTREPO,21201 CAM 100 ROJO,10/01/2023,FV FVR 13234,4,"8.739,50","2.184,87",10400,,
VENTAS RESTREPO,21302 CAM 100 VERDE PISTACHO,10/01/2023,FV FVR 13234,2,"4.369,75","2.184,87",5200,,
VENTAS RESTREPO,260101 CAM LAMI DORADO,10/01/2023,FV FVE 3109,400,"1.512.605,04","3.781,51",1800000,,
VENTAS RESTREPO,30102 CAM 40 AZUL QUIRURGICO,10/01/2023,FV FVR 13232,3,"2.899,16","966,39",3450,,
VENTAS RESTREPO,310101 FLEECE NEGRO,10/01/2023,FV FVR 13231,"0,5","3.109,24","6.218,49",3700,,
VENTAS RESTREPO,310106 FLEECE VERDE CALI,10/01/2023,FV FVE 3112,77,"478.823,53","6.218,49",569800,,
VENTAS RESTREPO,310110 FLEECE NARANJA,10/01/2023,FV FVR 13226,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310111 FLEECE AMARILLO,10/01/2023,FV FVR 13226,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310112 FLEECE ROJO,10/01/2023,FV FVR 13231,"0,5","3.109,24","6.218,49",3700,,
VENTAS RESTREPO,310120 FLEECE IS OSCURO,10/01/2023,FV FVR 13226,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,10/01/2023,FV FVR 13226,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310131 FLEECE LILA,10/01/2023,FV FVR 13228,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310136 FLEECE V. PISTACHO,10/01/2023,FV FVR 13226,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310137 FLEECE MOSTAZA,10/01/2023,FV FVR 13226,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,330602 CAM CIRCLEE AMARILLO,10/01/2023,FV FVR 13235,2,"6.050,42","3.025,21",7200,,
VENTAS RESTREPO,330902 CAM FLOR B VERDE PISTACHO,10/01/2023,FV FVR 13230,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,50101 CAM SUBO 70 BLANCO,10/01/2023,FV FVE 3109,200,"470.588,24","2.352,94",560000,,
VENTAS RESTREPO,50101 CAM SUBO 70 BLANCO,10/01/2023,FV FVR 13225,"0,5","1.239,50","2.478,99",1475,,
VENTAS RESTREPO,620113 MALLA SANDWICH ROSADA,10/01/2023,FV FVR 13224,3,"27.983,19","9.327,73",33300,,
VENTAS RESTREPO,70110 CARIÑOSI PALO DE ROSA,10/01/2023,FV FVR 13229,1,"6.302,52","6.302,52",7500,,
VENTAS RESTREPO,70113-4 CARIÑOSI LEÑADOR ROJO,10/01/2023,FV FVE 3112,5,"39.075,63","7.815,13",46500,,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,11/01/2023,FV FVR 13237,26,"37.142,86","1.428,57",44200,,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,11/01/2023,FV FVR 13246,"2,2","3.235,29","1.470,59",3850,,
VENTAS RESTREPO,10204 CAM 70 AZUL OSCURO,11/01/2023,FV FVR 13239,"25,8","36.857,14","1.428,57",43860,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,11/01/2023,FV FVE 3114,60,"80.672,27","1.344,54",96000,,
VENTAS RESTREPO,10803 CAM 70 LILA,11/01/2023,FV FVR 13238,"0,88","1.294,12","1.470,59",1540,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,11/01/2023,FV FVR 13236,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,11/01/2023,FV FVR 13237,52,"69.915,97","1.344,54",83200,,
VENTAS RESTREPO,11201 CAM 70 ROJO,11/01/2023,FV FVR 13237,26,"37.142,86","1.428,57",44200,,
VENTAS RESTREPO,11201 CAM 70 ROJO,11/01/2023,FV FVR 13246,2,"2.941,18","1.470,59",3500,,
VENTAS RESTREPO,11302 CAM 70 VERDE PISTACHO,11/01/2023,FV FVR 13238,"0,88","1.294,12","1.470,59",1540,,
VENTAS RESTREPO,11302 CAM 70 VERDE PISTACHO,11/01/2023,FV FVR 13244,7,"10.294,12","1.470,59",12250,,
VENTAS RESTREPO,11307 CAM 70 VERDE BOTELLA,11/01/2023,FV FVR 13244,7,"10.294,12","1.470,59",12250,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,11/01/2023,FV FVE 3113,100,"243.697,48","2.436,97",290000,,
VENTAS RESTREPO,310101 FLEECE NEGRO,11/01/2023,FV FVR 13241,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310103 FLEECE AZUL OSCURO,11/01/2023,FV FVR 13241,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310111 FLEECE AMARILLO,11/01/2023,FV FVR 13243,20,"124.369,75","6.218,49",148000,,
VENTAS RESTREPO,310112 FLEECE ROJO,11/01/2023,FV FVR 13241,"1,5","9.327,73","6.218,49",11100,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,11/01/2023,FV FVR 13248,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,320218 DELANTAL H HOMERO,11/01/2023,FV FVR 13247,1,"4.285,71","4.285,71",5100,,
VENTAS RESTREPO,330301 CAM WATER GREY,11/01/2023,FV FVR 13246,4,"12.100,84","3.025,21",14400,,
VENTAS RESTREPO,330607 CAM CIRCLE NEGRO,11/01/2023,FV FVR 13248,"1,5","4.537,82","3.025,21",5400,,
VENTAS RESTREPO,330701 CAM NET NEGRO,11/01/2023,FV FVR 13246,5,"15.126,05","3.025,21",18000,,
VENTAS RESTREPO,620104 MALLA SANDWICH AZUL OSCURA,11/01/2023,FV FVR 13242,10,"93.277,31","9.327,73",111000,,
VENTAS RESTREPO,620105 MALLA SANDWICH BLANCA,11/01/2023,FV FVR 13240,1,"9.327,73","9.327,73",11100,,
VENTAS RESTREPO,620122 MALLA SANDWICH AMARILLA,11/01/2023,FV FVP 81,1,"9.327,73","9.327,73",11100,,
VENTAS RESTREPO,620124 MALLA SANDWICH AZUL NOCHE,11/01/2023,FV FVR 13240,1,"9.327,73","9.327,73",11100,,
VENTAS RESTREPO,70106 CARIÑOSI CAFÉ,11/01/2023,FV FVR 13245,"1,5","9.453,78","6.302,52",11250,,
VENTAS PRINCIPAL,10801 CAM 70 MORADO OSCURO,12/01/2023,FV FVE 3117,65,"92.857,14","1.428,57",110500,,
VENTAS PRINCIPAL,20301 CAM 100 BLANCO,12/01/2023,FV FVE 3117,50,"105.042,02","2.100,84",125000,,
VENTAS PRINCIPAL,330506 CAM LEATHER BLANCO,12/01/2023,FV FVE 3117,14,"40.588,24","2.899,16",48300,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,12/01/2023,FV FVR 13251,"7,5","11.029,41","1.470,59",13125,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,12/01/2023,FV FVR 13249,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,12/01/2023,FV FVR 13250,42,"60.000,00","1.428,57",71400,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,12/01/2023,FV FVR 13258,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,11302 CAM 70 VERDE PISTACHO,12/01/2023,FV FVE 3118,300,"403.361,34","1.344,54",480000,,
VENTAS RESTREPO,120101 P.CONEJO NEGRO,12/01/2023,FV FVR 13256,2,"21.008,40","10.504,20",25000,,
VENTAS RESTREPO,120101 P.CONEJO NEGRO,12/01/2023,FV FVR 13257,1,"10.504,20","10.504,20",12500,,
VENTAS RESTREPO,120103 P.CONEJO AZUL OSCURO,12/01/2023,FV FVR 13256,2,"21.008,40","10.504,20",25000,,
VENTAS RESTREPO,120108 P.CONEJO VINOTINTO,12/01/2023,FV FVR 13256,1,"10.504,20","10.504,20",12500,,
VENTAS RESTREPO,120110 P.CONEJO GRIS CLARA,12/01/2023,FV FVR 13256,2,"21.008,40","10.504,20",25000,,
VENTAS RESTREPO,120114 P.CONEJO GRIS OSCURO,12/01/2023,FV FVR 13249,5,"52.521,01","10.504,20",62500,,
VENTAS RESTREPO,120120 P.CONEJO LILA,12/01/2023,FV FVR 13256,1,"10.504,20","10.504,20",12500,,
VENTAS RESTREPO,120123 P.CONEJO BEIGE,12/01/2023,FV FVR 13256,1,"10.504,20","10.504,20",12500,,
VENTAS RESTREPO,120123 P.CONEJO BEIGE,12/01/2023,FV FVR 13257,2,"21.008,40","10.504,20",25000,,
VENTAS RESTREPO,"220301 C REFLE TRANSFER 2""GRIS",12/01/2023,FV FVR 13252,1,"1.218,49","1.218,49",1450,,
VENTAS RESTREPO,310101 FLEECE NEGRO,12/01/2023,FV FVR 13255,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310120 FLEECE IS OSCURO,12/01/2023,FV FVR 13255,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310131 FLEECE LILA,12/01/2023,FV FVR 13249,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,330319 CAM WATER MOSTAZO,12/01/2023,FV FVR 13254,"21,5","64.138,66","2.983,19",76325,,
VENTAS RESTREPO,430402 BO 26X36 NARANJA,12/01/2023,FV FVE 3115,24,"21.176,47","882,35",25200,,
VENTAS RESTREPO,430510 BO 35X41 NEGRA,12/01/2023,FV FVE 3115,12,"11.596,64","966,39",13800,,
VENTAS RESTREPO,430802 BO 32X45X10 ROJO,12/01/2023,FV FVE 3115,6,"7.563,03","1.260,50",9000,,
VENTAS RESTREPO,430804 BO 32X45X10 NARANJA,12/01/2023,FV FVE 3115,6,"7.563,03","1.260,50",9000,,
VENTAS RESTREPO,430806 BO 32X45X10 AZUL REY,12/01/2023,FV FVE 3115,6,"7.563,03","1.260,50",9000,,
VENTAS RESTREPO,430811 BO 32X45X10 AZUL ACUEDUCTO,12/01/2023,FV FVE 3115,6,"7.563,03","1.260,50",9000,,
VENTAS RESTREPO,50101 CAM SUBO 70 BLANCO,12/01/2023,FV FVE 3116,200,"560.000,00","2.800,00",666400,,
VENTAS RESTREPO,70110 CARIÑOSI PALO DE ROSA,12/01/2023,FV FVR 13256,1,"6.302,52","6.302,52",7500,,
VENTAS RESTREPO,70116 CARIÑOSI CAMEL,12/01/2023,FV FVR 13253,"0,5","3.151,26","6.302,52",3750,,
VENTAS RESTREPO,70119 CARIÑOSI VERDE MENTA,12/01/2023,FV FVR 13256,1,"6.302,52","6.302,52",7500,,
VENTAS RESTREPO,70120 CARIÑOSI GRIS PERLA,12/01/2023,FV FVR 13256,1,"6.302,52","6.302,52",7500,,
VENTAS RESTREPO,10204 CAM 70 AZUL OSCURO,13/01/2023,FV FVR 13262,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10208 CAM 70 AZUL COBALTO,13/01/2023,FV FVR 13262,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,13/01/2023,FV FVE 3119,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,10403 CAM 70 BEIGE HUESO,13/01/2023,FV FVE 3119,60,"80.672,27","1.344,54",96000,,
VENTAS RESTREPO,10802 CAM 70 MORADO CLARO,13/01/2023,FV FVR 13262,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10803 CAM 70 LILA,13/01/2023,FV FVR 13262,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,13/01/2023,FV FVE 3119,18,"26.470,59","1.470,59",31500,,
VENTAS RESTREPO,11101 CAM 70 ROSADO PASTEL,13/01/2023,FV FVR 13262,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,140103 CAM 50 AZUL PASTEL,13/01/2023,FV FVR 13262,50,"56.722,69","1.134,45",67500,,
VENTAS RESTREPO,150101 CAM 30 BLANCO,13/01/2023,FV FVR 13260,74,"55.966,39","756,3",66600,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,13/01/2023,FV FVR 13259,2,"4.369,75","2.184,87",5200,,
VENTAS RESTREPO,240002 ENTRETELA DE 80 GRAMOS,13/01/2023,FV FVR 13264,6,"13.613,45","2.268,91",16200,,
VENTAS RESTREPO,330405 CAM MOON MORADO OSCURO,13/01/2023,FV FVE 3121,10,"30.252,10","3.025,21",36000,,
VENTAS RESTREPO,330409 CAM MOON AZUL PASTEL,13/01/2023,FV FVE 3121,10,"30.252,10","3.025,21",36000,,
VENTAS RESTREPO,330413 CAM MOON MORADO CLARO,13/01/2023,FV FVE 3121,5,"15.126,05","3.025,21",18000,,
VENTAS RESTREPO,330603 CAM CIRCLE BLANCO,13/01/2023,FV FVR 13263,"0,5","1.512,61","3.025,21",1800,,
VENTAS RESTREPO,330605 CAM CIRCLE MORADO CLARO,13/01/2023,FV FVE 3121,10,"30.252,10","3.025,21",36000,,
VENTAS RESTREPO,330605 CAM CIRCLE MORADO CLARO,13/01/2023,FV FVR 13263,"0,5","1.512,61","3.025,21",1800,,
VENTAS RESTREPO,330606 CAM CIRCLE AZUL REY,13/01/2023,FV FVR 13263,"0,5","1.512,61","3.025,21",1800,,
VENTAS RESTREPO,330611 CAM CIRCLE GRIS OSCURO,13/01/2023,FV FVE 3121,10,"30.252,10","3.025,21",36000,,
VENTAS RESTREPO,330613 CAM CIRCLE VINOTINTO,13/01/2023,FV FVR 13263,"0,5","1.512,61","3.025,21",1800,,
VENTAS RESTREPO,330618 CAM CIRCLE MARFIL,13/01/2023,FV FVE 3121,15,"45.378,15","3.025,21",54000,,
VENTAS RESTREPO,330618 CAM CIRCLE MARFIL,13/01/2023,FV FVR 13263,"0,5","1.512,61","3.025,21",1800,,
VENTAS RESTREPO,330720 CAM NET VERDE MENTA,13/01/2023,FV FVE 3121,10,"30.252,10","3.025,21",36000,,
VENTAS RESTREPO,370103 CHA REFLE ECONOMICA VERDE,13/01/2023,FV FVR 13261,6,"19.663,87","3.277,31",23400,,
VENTAS RESTREPO,620102 MALLA SANDWICH GRIS CLARO,13/01/2023,FV FVR 13265,2,"18.655,46","9.327,73",22200,,
VENTAS RESTREPO,70116 CARIÑOSI CAMEL,13/01/2023,FV FVR 13259,"0,5","3.151,26","6.302,52",3750,,
VENTAS RESTREPO,"101102 TORTA DE SESGO 3,2 NEGRO 70 GR",14/01/2023,FV FVR 13276,15,"81.932,77","5.462,18",97500,,
VENTAS RESTREPO,10202 CAM 70 AZUL PASTEL,14/01/2023,FV FVR 13275,43,"61.428,57","1.428,57",73100,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,14/01/2023,FV FVR 13273,"1,5","2.205,88","1.470,59",2625,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,14/01/2023,FV FVE 3122,70,"94.117,65","1.344,54",112000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,14/01/2023,FV FVE 3124,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,14/01/2023,FV FVR 13268,9,"13.235,29","1.470,59",15750,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,14/01/2023,FV FVR 13272,120,"161.344,54","1.344,54",192000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,14/01/2023,FV FVR 13277,33,"47.142,86","1.428,57",56100,,
VENTAS RESTREPO,11001 CAM 70 NARANJA ZANAHORIA,14/01/2023,FV FVE 3124,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,11303 CAM 70 VERDE JADE,14/01/2023,FV FVE 3124,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,120101 P.CONEJO NEGRO,14/01/2023,FV FVE 3123,3,"31.512,61","10.504,20",37500,,
VENTAS RESTREPO,280101 CERRO SP NEGRO,14/01/2023,FV FVE 3123,"0,5","1.518,25","3.036,51","1806,723",,
VENTAS RESTREPO,310101 FLEECE NEGRO,14/01/2023,FV FVR 13266,10,"62.184,87","6.218,49",74000,,
VENTAS RESTREPO,310101 FLEECE NEGRO,14/01/2023,FV FVR 13267,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310102 FLEECE BLANCO,14/01/2023,FV FVR 13274,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310137 FLEECE MOSTAZA,14/01/2023,FV FVR 13274,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,330404 CAM MOON AZUL REY,14/01/2023,FV FVR 13270,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,330607 CAM CIRCLE NEGRO,14/01/2023,FV FVR 13270,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,360101 PLANTITEX - NEGRO X 230 GR,14/01/2023,FV FVR 13271,"0,5","3.025,21","6.050,42",3600,,
VENTAS RESTREPO,430510 BO 35X41 NEGRA,14/01/2023,FV FVR 13269,2,"1.932,77","966,39",2300,,
VENTAS RESTREPO,430510 BO 35X41 NEGRA,14/01/2023,FV FVR 13273,3,"2.899,16","966,39",3450,,
VENTAS RESTREPO,430806 BO 32X45X10 AZUL REY,14/01/2023,FV FVR 13273,1,"1.260,50","1.260,50",1500,,
VENTAS RESTREPO,570101 BRIONI NEGRO,14/01/2023,FV FVR 13266,10,"19.747,90","1.974,79",23500,,
VENTAS RESTREPO,620104 MALLA SANDWICH AZUL OSCURA,14/01/2023,FV FVR 13270,2,"18.655,46","9.327,73",22200,,
VENTAS PRINCIPAL,10901 CAM 70 NEGRO,16/01/2023,FV FVE 3126,1,"1.470,59","1.470,59",1750,,
VENTAS PRINCIPAL,10901 CAM 70 NEGRO,16/01/2023,FV FVE 3127,1,"1.470,59","1.470,59",1750,,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,16/01/2023,FV FVR 13279,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,10403 CAM 70 BEIGE HUESO,16/01/2023,FV FVE 3125,98,"131.764,71","1.344,54",156800,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,16/01/2023,FV FVE 3128,600,"806.722,69","1.344,54",960000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,16/01/2023,FV FVR 13279,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,16/01/2023,FV FVR 13288,20,"28.571,43","1.428,57",34000,,
VENTAS RESTREPO,11001 CAM 70 NARANJA ZANAHORIA,16/01/2023,FV FVR 13279,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,110107 TIFON NEGRO,16/01/2023,FV FVR 13280,2,"7.899,16","3.949,58",9400,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,16/01/2023,FV FVE 3129,50,"121.848,74","2.436,97",145000,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,16/01/2023,FV FVR 13287,5,"13.025,21","2.605,04",15500,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,16/01/2023,FV FVR 13284,3,"9.705,88","3.235,29",11550,,
VENTAS RESTREPO,140101 CAM 50 BLANCO,16/01/2023,FV FVE 3128,800,"1.042.016,81","1.302,52",1240000,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,16/01/2023,FV FVR 13282,15,"18.277,31","1.218,49",21750,,
VENTAS RESTREPO,20301 CAM 100 BLANCO,16/01/2023,FV FVR 13284,1,"2.184,87","2.184,87",2600,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,16/01/2023,FV FVR 13284,"2,5","5.462,18","2.184,87",6500,,
VENTAS RESTREPO,20901 CAM 100 NEGRO NEUTRO,16/01/2023,FV FVR 13289,"1,6","3.495,80","2.184,87",4160,,
VENTAS RESTREPO,290101 T REFLE IS CON BASE,16/01/2023,FV FVR 13285,1,"15.882,35","15.882,35",18900,,
VENTAS RESTREPO,310105 FLEECE AZUL PASTEL,16/01/2023,FV FVR 13283,3,"18.655,46","6.218,49",22200,,
VENTAS RESTREPO,310112 FLEECE ROJO,16/01/2023,FV FVR 13283,"3,5","21.764,71","6.218,49",25900,,
VENTAS RESTREPO,430704 BO 40X37X10 AZUL ACUEDUCTO,16/01/2023,FV FVR 13278,1,"1.344,54","1.344,54",1600,,
VENTAS RESTREPO,620103 MALLA SANDWICH GRIS OSCURA,16/01/2023,FV FVR 13286,5,"46.638,66","9.327,73",55500,,
VENTAS RESTREPO,620120 MALLA APRESTO NEGRA,16/01/2023,FV FVR 13281,2,"8.571,43","4.285,71",10200,,
VENDEDOR E-COMMERCE,130118 CAM 150 NEGRO,17/01/2023,FV FVE 3135,200,"638.655,46","3.193,28",760000,,
VENTAS RESTREPO,10201 CAM 70 AZUL ACUEDUCTO,17/01/2023,FV FVR 13290,11,"16.176,47","1.470,59",19250,,
VENTAS RESTREPO,10202 CAM 70 AZUL PASTEL,17/01/2023,FV FVR 13300,"1,4","2.058,82","1.470,59",2450,,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,17/01/2023,FV FVR 13301,21,"30.000,00","1.428,57",35700,,
VENTAS RESTREPO,10403 CAM 70 BEIGE HUESO,17/01/2023,FV FVR 13299,75,"100.840,34","1.344,54",120000,,
VENTAS RESTREPO,10403 CAM 70 BEIGE HUESO,17/01/2023,FV FVR 13300,"1,9","2.794,12","1.470,59",3325,,
VENTAS RESTREPO,10601 CAM 70 FUCSIA NORMAL,17/01/2023,FV FVR 13300,"4,5","6.617,65","1.470,59",7875,,
VENTAS RESTREPO,10802 CAM 70 MORADO CLARO,17/01/2023,FV FVR 13290,6,"8.823,53","1.470,59",10500,,
VENTAS RESTREPO,10802 CAM 70 MORADO CLARO,17/01/2023,FV FVR 13300,"1,55","2.279,41","1.470,59","2712,5",,
VENTAS RESTREPO,10803 CAM 70 LILA,17/01/2023,FV FVR 13300,"2,1","3.088,24","1.470,59",3675,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,17/01/2023,FV FVR 13290,15,"22.058,82","1.470,59",26250,,
VENTAS RESTREPO,11101 CAM 70 ROSADO PASTEL,17/01/2023,FV FVR 13300,4,"5.882,35","1.470,59",7000,,
VENTAS RESTREPO,11301 CAM 70 VERDE CALI,17/01/2023,FV FVE 3132,120,"161.344,54","1.344,54",192000,,
VENTAS RESTREPO,11302 CAM 70 VERDE PISTACHO,17/01/2023,FV FVR 13300,"2,6","3.823,53","1.470,59",4550,,
VENTAS RESTREPO,11303 CAM 70 VERDE JADE,17/01/2023,FV FVR 13300,2,"2.941,18","1.470,59",3500,,
VENTAS RESTREPO,11401 CAM 70 PALO DE ROSA,17/01/2023,FV FVR 13300,"2,9","4.264,71","1.470,59",5075,,
VENTAS RESTREPO,130102 CAM 120 BLANCO,17/01/2023,FV FVE 3131,200,"487.394,96","2.436,97",580000,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,17/01/2023,FV FVR 13291,10,"32.352,94","3.235,29",38500,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,17/01/2023,FV FVR 13302,2,"2.436,97","1.218,49",2900,,
VENTAS RESTREPO,290101 T REFLE IS CON BASE,17/01/2023,FV FVE 3133,5,"79.411,76","15.882,35",94500,,
VENTAS RESTREPO,290102 T REFLE IS SIN BASE,17/01/2023,FV FVR 13298,1,"13.109,24","13.109,24",15600,,
VENTAS RESTREPO,310105 FLEECE AZUL PASTEL,17/01/2023,FV FVR 13297,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,310116 FLEECE MARFIL,17/01/2023,FV FVE 3137,"51,8","322.117,65","6.218,49",383320,,
VENTAS RESTREPO,310116 FLEECE MARFIL,17/01/2023,FV FVR 13303,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,330308 CAM WATER AZUL OSCURO,17/01/2023,FV FVR 13292,6,"18.151,26","3.025,21",21600,,
VENTAS RESTREPO,330521 CAM LEATHER RED,17/01/2023,FV FVR 13292,6,"18.151,26","3.025,21",21600,,
VENTAS RESTREPO,330807 CAM FLOR P FUCSIA,17/01/2023,FV FVR 13300,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,330904 CAM FLOR B AZUL ACUEDUCTO,17/01/2023,FV FVR 13300,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,330905 CAM FLOR B ROJO,17/01/2023,FV FVR 13300,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,331004 CAM BURBUJA AZUL REY,17/01/2023,FV FVR 13292,6,"18.151,26","3.025,21",21600,,
VENTAS RESTREPO,430705 BO 40X37X10 ROJO,17/01/2023,FV FVR 13302,4,"5.378,15","1.344,54",6400,,
VENTAS RESTREPO,430804 BO 32X45X10 NARANJA,17/01/2023,FV FVR 13302,3,"3.781,51","1.260,50",4500,,
VENTAS RESTREPO,430807 BO 32X45X10 VERDE PISTACHO,17/01/2023,FV FVR 13302,2,"2.521,01","1.260,50",3000,,
VENTAS RESTREPO,430911 BO ZAPA BLANCA,17/01/2023,FV FVR 13293,2,"2.605,04","1.302,52",3100,,
VENTAS RESTREPO,50101 CAM SUBO 70 BLANCO,17/01/2023,FV FVR 13304,11,"27.268,91","2.478,99",32450,,
VENTAS RESTREPO,620105 MALLA SANDWICH BLANCA,17/01/2023,FV FVR 13295,1,"9.327,73","9.327,73",11100,,
VENTAS RESTREPO,620125 MALLA SANDWICH COLMENA,17/01/2023,FV FVR 13294,1,"10.924,37","10.924,37",13000,,
VENTAS RESTREPO,620125 MALLA SANDWICH COLMENA,17/01/2023,FV FVR 13296,2,"21.848,74","10.924,37",26000,,
VENTAS RESTREPO,70108 CARIÑOSI AZUL PETROLEO,17/01/2023,FV FVE 3137,3,"18.907,56","6.302,52",22500,,
VENTAS RESTREPO,70110 CARIÑOSI PALO DE ROSA,17/01/2023,FV FVE 3137,3,"18.907,56","6.302,52",22500,,
VENTAS RESTREPO,70113-2 CARIÑOSI LEÑADOR BLANCO,17/01/2023,FV FVE 3137,3,"23.445,38","7.815,13",27900,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,18/01/2023,FV FVR 13306,25,"35.714,29","1.428,57",42500,,
VENTAS RESTREPO,10701 CAM 70 GRIS OSCURO,18/01/2023,FV FVR 13317,90,"121.008,40","1.344,54",144000,,
VENTAS RESTREPO,10701 CAM 70 GRIS OSCURO,18/01/2023,FV FVR 13318,90,"121.008,40","1.344,54",144000,,
