VENDEDOR,MATERIAL,Fecha,Documento,Cantidad,Total_Ingresos,Precio Promedio,Precio iva incluido,NOTA ,
VENTAS RESTREPO,310126 FLEECE CAFÉ,10/05/2023,FV FVR 14856,5,"31.092,44","6.218,49",37000,,
VENTAS RESTREPO,430510 BO 35X41 NEGRA,10/05/2023,FV FVR 14869,2,"1.932,77","966,39",2300,,
VENTAS RESTREPO,430703 BO 40X37X10 AZUL REY,10/05/2023,FV FVR 14862,1,"1.344,54","1.344,54",1600,,
VENTAS RESTREPO,430704 BO 40X37X10 AZUL ACUEDUCTO,10/05/2023,FV FVR 14862,1,"1.344,54","1.344,54",1600,,
VENTAS RESTREPO,431201 BO EMBOZADA PEQUEÑAS,10/05/2023,FV FVE 3684,36,"69.579,83","1.932,77",82800,,
VENTAS RESTREPO,50101 CAM SUBO 70 BLANCO,10/05/2023,FV FVE 3686,200,"470.588,24","2.352,94",560000,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,10/05/2023,FV FVR 14853,1,"8.823,53","8.823,53",10500,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,10/05/2023,FV FVR 14864,2,"17.647,06","8.823,53",21000,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,10/05/2023,FV FVR 14868,10,"88.235,29","8.823,53",105000,,
VENTAS RESTREPO,620102 MALLA SANDWICH GRIS CLARO,10/05/2023,FV FVR 14863,2,"17.647,06","8.823,53",21000,,
VENTAS RESTREPO,620104 MALLA SANDWICH AZUL OSCURA,10/05/2023,FV FVR 14863,1,"8.823,53","8.823,53",10500,,
VENTAS RESTREPO,620106 MALLA SANDWICH FUCSIA,10/05/2023,FV FVR 14864,2,"17.647,06","8.823,53",21000,,
VENTAS RESTREPO,620114 MALLA SANDWICH NARANJA NEON,10/05/2023,FV FVR 14857,"1,5","13.235,29","8.823,53",15750,,
VENTAS RESTREPO,620124 MALLA SANDWICH AZUL NOCHE,10/05/2023,FV FVR 14863,2,"17.647,06","8.823,53",21000,,
VENTAS RESTREPO,620127 MALLA SANDWICH VERDE NEON,10/05/2023,FV FVR 14857,"1,5","13.235,29","8.823,53",15750,,
VENTAS RESTREPO,620133 MALLA SANDWICH AZUL ACUEDUCTO,10/05/2023,FV FVR 14857,"1,5","13.235,29","8.823,53",15750,,
VENTAS RESTREPO,620142 MALLA SAND. HUELLAS DE COLORES FONDO NEGRO,10/05/2023,FV FVR 14866,1,"10.504,20","10.504,20",12500,,
VENTAS RESTREPO,620146 MALLA SANDWICH COLMENA GRIS CLARO,10/05/2023,FV FVR 14861,1,"10.504,20","10.504,20",12500,,
VENDEDOR E-COMMERCE,260101 CAM LAMI DORADO,11/05/2023,FV FVE 3690,200,"655.462,18","3.277,31",780000,,
VENDEDOR E-COMMERCE,260102 CAM LAMI PLATEADO,11/05/2023,FV FVE 3690,200,"655.462,18","3.277,31",780000,,
VENDEDOR E-COMMERCE,330201 CAM SUN VERDE MENTA,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,330209 CAM SUN AZUL OSCURO,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,330211 CAM SUN RED,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,330212 CAM SUN MORADO OSCURO,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,330218 CAM SUN AZUL ACUEDUCTO,11/05/2023,FV FVE 3690,200,"504.201,68","2.521,01",600000,,
VENDEDOR E-COMMERCE,330303 CAM WATER MORADO OSCURO,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,330307 CAM WATER VERDE MILITAR,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,330313 CAM WATER VINOTINTO,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,330320 CAM WATER PLUM,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,330506 CAM LEATHER BLANCO,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,330615 CAM CIRCLE CAFÉ,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,330715 CAM NET AMARILLO,11/05/2023,FV FVE 3690,50,"126.050,42","2.521,01",150000,,
VENDEDOR E-COMMERCE,330802 CAM FLOR P VERDE PSTACHO,11/05/2023,FV FVE 3690,88,"221.848,74","2.521,01",264000,,
VENDEDOR E-COMMERCE,330910 CAM FLOR B FUCSIA,11/05/2023,FV FVE 3690,50,"126.050,42","2.521,01",150000,,
VENDEDOR E-COMMERCE,330913 CAM FLOR B GRIS,11/05/2023,FV FVE 3690,100,"252.100,84","2.521,01",300000,,
VENDEDOR E-COMMERCE,360621 CAM CIRCLE FUCSIA,11/05/2023,FV FVE 3690,200,"504.201,68","2.521,01",600000,,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,11/05/2023,FV FVR 14879,6,"8.823,53","1.470,59",10500,,
VENTAS RESTREPO,10204 CAM 70 AZUL OSCURO,11/05/2023,FV FVE 3693,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,10403 CAM 70 BEIGE HUESO,11/05/2023,FV FVR 14877,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,10403 CAM 70 BEIGE HUESO,11/05/2023,FV FVR 14890,3,"4.411,76","1.470,59",5250,,
VENTAS RESTREPO,10502 CAM 70 CAFÉ OSCURO,11/05/2023,FV FVE 3691,60,"80.672,27","1.344,54",96000,,
VENTAS RESTREPO,10802 CAM 70 MORADO CLARO,11/05/2023,FV FVE 3694,200,"268.907,56","1.344,54",320000,,
VENTAS RESTREPO,10802 CAM 70 MORADO CLARO,11/05/2023,FV FVR 14873,75,"100.840,34","1.344,54",120000,,
VENTAS RESTREPO,10803 CAM 70 LILA,11/05/2023,FV FVE 3694,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,11/05/2023,FV FVE 3694,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,11/05/2023,FV FVR 14877,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,11/05/2023,FV FVR 14878,8,"11.764,71","1.470,59",14000,,
VENTAS RESTREPO,1111-4 P.CONEJO ANIMAL PRINT,11/05/2023,FV FVR 14876,1,"10.504,20","10.504,20",12500,,
VENTAS RESTREPO,11302 CAM 70 VERDE PISTACHO,11/05/2023,FV FVR 14874,7,"10.294,12","1.470,59",12250,,
VENTAS RESTREPO,11303 CAM 70 VERDE JADE,11/05/2023,FV FVE 3694,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,11401 CAM 70 PALO DE ROSA,11/05/2023,FV FVE 3694,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,120104 P.CONEJO MARFIL,11/05/2023,FV FVR 14876,"0,5","5.252,10","10.504,20",6250,,
VENTAS RESTREPO,130102 CAM 120 BLANCO,11/05/2023,FV FVR 14876,2,"5.210,08","2.605,04",6200,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,11/05/2023,FV FVR 14876,1,"2.605,04","2.605,04",3100,,
VENTAS RESTREPO,130107 CAM 150 BLANCO,11/05/2023,FV FVR 14876,2,"6.470,59","3.235,29",7700,,
VENTAS RESTREPO,130107 CAM 150 BLANCO,11/05/2023,FV FVR 14883,5,"16.176,47","3.235,29",19250,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,11/05/2023,FV FVR 14883,3,"9.705,88","3.235,29",11550,,
VENTAS RESTREPO,140101 CAM 50 BLANCO,11/05/2023,FV FVE 3694,100,"113.445,38","1.134,45",135000,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,11/05/2023,FV FVE 3692,15,"18.277,31","1.218,49",21750,,
VENTAS RESTREPO,20402 CAM 100 BEIGE OSCURO,11/05/2023,FV FVR 14876,4,"8.739,50","2.184,87",10400,,
VENTAS RESTREPO,20403 CAM 100 BEIGE HUESO,11/05/2023,FV FVR 14880,15,"32.773,11","2.184,87",39000,,
VENTAS RESTREPO,21101 CAM 100 ROSADO PASTEL,11/05/2023,FV FVR 14876,1,"2.184,87","2.184,87",2600,,
VENTAS RESTREPO,221208 EVA 2 MM NEGRO,11/05/2023,FV FVR 14882,2,"13.361,34","6.680,67",15900,,
VENTAS RESTREPO,221208 EVA 2 MM NEGRO,11/05/2023,FV FVR 14885,"0,5","3.340,34","6.680,67",3975,,
VENTAS RESTREPO,260101 CAM LAMI DORADO,11/05/2023,FV FVR 14886,10,"40.336,13","4.033,61",48000,,
VENTAS RESTREPO,310101 FLEECE NEGRO,11/05/2023,FV FVR 14886,5,"31.092,44","6.218,49",37000,,
VENTAS RESTREPO,310116 FLEECE MARFIL,11/05/2023,FV FVR 14876,1,"6.218,49","6.218,49",7400,,
VENTAS RESTREPO,310116 FLEECE MARFIL,11/05/2023,FV FVR 14886,5,"31.092,44","6.218,49",37000,,
VENTAS RESTREPO,310116 FLEECE MARFIL,11/05/2023,FV FVR 14887,5,"31.092,44","6.218,49",37000,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,11/05/2023,FV FVR 14886,5,"31.092,44","6.218,49",37000,,
VENTAS RESTREPO,310126 FLEECE CAFÉ,11/05/2023,FV FVR 14889,5,"31.092,44","6.218,49",37000,,
VENTAS RESTREPO,330506 CAM LEATHER BLANCO,11/05/2023,FV FVE 3695,120,"347.899,16","2.899,16",414000,,
VENTAS RESTREPO,360101 PLANTITEX - NEGRO X 230 GR,11/05/2023,FV FVR 14876,2,"12.100,84","6.050,42",14400,,
VENTAS RESTREPO,400101 TELA FUSIONABLE BLANCA,11/05/2023,FV FVR 14879,1,"4.705,88","4.705,88",5600,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,11/05/2023,FV FVE 3692,5,"44.117,65","8.823,53",52500,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,11/05/2023,FV FVR 14878,8,"70.588,24","8.823,53",84000,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,11/05/2023,FV FVR 14884,10,"88.235,29","8.823,53",105000,,
VENTAS RESTREPO,620103 MALLA SANDWICH GRIS OSCURA,11/05/2023,FV FVR 14888,5,"44.117,65","8.823,53",52500,,
VENTAS RESTREPO,620105 MALLA SANDWICH BLANCA,11/05/2023,FV FVR 14875,2,"17.647,06","8.823,53",21000,,
VENTAS RESTREPO,620124 MALLA SANDWICH AZUL NOCHE,11/05/2023,FV FVR 14884,6,"52.941,18","8.823,53",63000,,
VENTAS RESTREPO,620129 MALLA SANDWICH VINOTINTO,11/05/2023,FV FVR 14884,4,"35.294,12","8.823,53",42000,,
VENTAS RESTREPO,620131 MALLA SANDWICH VERDE MENTA,11/05/2023,FV FVR 14888,3,"26.470,59","8.823,53",31500,,
VENTAS RESTREPO,630101 TAPABOCAS NIÑOS CAJA SURTIDA X 50,11/05/2023,FV FVR 14879,1,"12.689,08","12.689,08",15100,,
VENTAS RESTREPO,70113-2 CARIÑOSI LEÑADOR BLANCO,11/05/2023,FV FVR 14881,1,"7.815,13","7.815,13",9300,,
VENTAS RESTREPO,70113-3 CARIÑOSI LEÑADOR AZUL,11/05/2023,FV FVR 14881,1,"7.815,13","7.815,13",9300,,
VENTAS RESTREPO,70113-4 CARIÑOSI LEÑADOR ROJO,11/05/2023,FV FVR 14881,1,"7.815,13","7.815,13",9300,,
VENTAS RESTREPO,70113-5 CARIÑOSI LEÑADOR AMARILLO,11/05/2023,FV FVR 14881,1,"7.815,13","7.815,13",9300,,
JORGE ANDRES AGUIRRE ROJAS,330003 BISONTE ANIMAL PRINT,12/05/2023,FV FVE 3702,43,"731.000,00","17.000,00",869890,,
VENTAS RESTREPO,10208 CAM 70 AZUL COBALTO,12/05/2023,FV FVE 3698,"5,9","8.676,47","1.470,59",10325,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,12/05/2023,FV FVE 3698,13,"19.117,65","1.470,59",22750,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,12/05/2023,FV FVE 3703,200,"268.907,56","1.344,54",320000,,
VENTAS RESTREPO,10401 CAM 70 BEIGE CLARO - MEDIO,12/05/2023,FV FVE 3703,20,"28.571,43","1.428,57",34000,,
VENTAS RESTREPO,10402 CAM 70 BEIGE OSCURO,12/05/2023,FV FVR 14893,36,"51.428,57","1.428,57",61200,,
VENTAS RESTREPO,10403 CAM 70 BEIGE HUESO,12/05/2023,FV FVE 3703,600,"806.722,69","1.344,54",960000,,
VENTAS RESTREPO,10601 CAM 70 FUCSIA NORMAL,12/05/2023,FV FVR 14906,9,"13.235,29","1.470,59",15750,,
VENTAS RESTREPO,10802 CAM 70 MORADO CLARO,12/05/2023,FV FVR 14907,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,12/05/2023,FV FVE 3703,300,"403.361,34","1.344,54",480000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,12/05/2023,FV FVR 14899,2,"2.941,18","1.470,59",3500,,
VENTAS RESTREPO,1111-5 P.CONEJO CORAZON BLANCO,12/05/2023,FV FVR 14892,"3,35","35.189,08","10.504,20",41875,,
VENTAS RESTREPO,1111-9 P.CONEJO CORAZON NEGRO,12/05/2023,FV FVR 14892,"1,85","19.432,77","10.504,20",23125,,
VENTAS RESTREPO,11202 CAM 70 VINOTINTO,12/05/2023,FV FVR 14898,20,"28.571,43","1.428,57",34000,,
VENTAS RESTREPO,11303 CAM 70 VERDE JADE,12/05/2023,FV FVR 14896,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,11401 CAM 70 PALO DE ROSA,12/05/2023,FV FVE 3701,90,"121.008,40","1.344,54",144000,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,12/05/2023,FV FVE 3700,30,"75.630,25","2.521,01",90000,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,12/05/2023,FV FVR 14891,50,"121.848,74","2.436,97",145000,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,12/05/2023,FV FVR 14895,3,"7.815,13","2.605,04",9300,,
VENTAS RESTREPO,140101 CAM 50 BLANCO,12/05/2023,FV FVR 14893,96,"108.907,56","1.134,45",129600,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,12/05/2023,FV FVR 14905,100,"113.445,38","1.134,45",135000,,
VENTAS RESTREPO,140102 CAM 50 NEGRO,12/05/2023,FV FVR 14906,60,"68.067,23","1.134,45",81000,,
VENTAS RESTREPO,221206 EVA 4 MM NEGRO,12/05/2023,FV FVE 3697,10,"105.882,35","10.588,24",126000,,
VENTAS RESTREPO,221206 EVA 4 MM NEGRO,12/05/2023,FV FVR 14902,2,"21.176,47","10.588,24",25200,,
VENTAS RESTREPO,221206 EVA 4 MM NEGRO,12/05/2023,FV FVR 14908,"1,8","19.058,82","10.588,24",22680,,
VENTAS RESTREPO,310103 FLEECE AZUL OSCURO,12/05/2023,FV FVR 14909,"1,5","9.327,73","6.218,49",11100,,
VENTAS RESTREPO,310129 FLEECE AZUL PETROLEO,12/05/2023,FV FVR 14900,30,"186.554,62","6.218,49",222000,,
VENTAS RESTREPO,330609 CAM CIRCLE VERDE PISTACHO,12/05/2023,FV FVR 14911,10,"30.252,10","3.025,21",36000,,
VENTAS RESTREPO,330618 CAM CIRCLE MARFIL,12/05/2023,FV FVR 14910,10,"30.252,10","3.025,21",36000,,
VENTAS RESTREPO,330803 CAM FLOR P AZUL REY,12/05/2023,FV FVR 14896,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,330803 CAM FLOR P AZUL REY,12/05/2023,FV FVR 14897,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,330902 CAM FLOR B VERDE PISTACHO,12/05/2023,FV FVR 14897,2,"6.050,42","3.025,21",7200,,
VENTAS RESTREPO,330905 CAM FLOR B ROJO,12/05/2023,FV FVR 14897,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,430407 BO 26X36 AZUL ACUEDUCTO,12/05/2023,FV FVE 3696,5,"4.411,76","882,35",5250,,
VENTAS RESTREPO,430510 BO 35X41 NEGRA,12/05/2023,FV FVR 14901,12,"11.596,64","966,39",13800,,
VENTAS RESTREPO,430807 BO 32X45X10 VERDE PISTACHO,12/05/2023,FV FVE 3696,5,"6.302,52","1.260,50",7500,,
VENTAS RESTREPO,430807 BO 32X45X10 VERDE PISTACHO,12/05/2023,FV FVR 14901,6,"7.563,03","1.260,50",9000,,
VENTAS RESTREPO,430811 BO 32X45X10 AZUL ACUEDUCTO,12/05/2023,FV FVE 3696,5,"6.302,52","1.260,50",7500,,
VENTAS RESTREPO,430811 BO 32X45X10 AZUL ACUEDUCTO,12/05/2023,FV FVR 14901,6,"7.563,03","1.260,50",9000,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,12/05/2023,FV FVE 3699,50,"420.168,07","8.403,36",500000,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,12/05/2023,FV FVR 14904,10,"88.235,29","8.823,53",105000,,
VENTAS RESTREPO,620106 MALLA SANDWICH FUCSIA,12/05/2023,FV FVR 14903,"0,5","4.411,76","8.823,53",5250,,
VENTAS RESTREPO,70113-4 CARIÑOSI LEÑADOR ROJO,12/05/2023,FV FVR 14912,1,"7.815,13","7.815,13",9300,,
VENTAS RESTREPO,70122 CARIÑOSI LILA,12/05/2023,FV FVR 14894,1,"6.302,52","6.302,52",7500,,
VENTAS RESTREPO,Y19793-10 P.CONEJO MARIO LUIGI FONDO ROJO,12/05/2023,FV FVE 3698,"5,6","58.823,53","10.504,20",70000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,13/05/2023,FV FVR 14924,8,"11.764,71","1.470,59",14000,,
VENTAS RESTREPO,11101 CAM 70 ROSADO PASTEL,13/05/2023,FV FVR 14923,"10,8","15.882,35","1.470,59",18900,,
VENTAS RESTREPO,11201 CAM 70 ROJO,13/05/2023,FV FVR 14920,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,120258 P.CONEJO ARCOIRIS FUCSIA,13/05/2023,FV FVR 14914,2,"21.008,40","10.504,20",25000,,
VENTAS RESTREPO,130102 CAM 120 BLANCO,13/05/2023,FV FVR 14916,2,"5.210,08","2.605,04",6200,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,13/05/2023,FV FVR 14918,2,"5.210,08","2.605,04",6200,,
VENTAS RESTREPO,130103 CAM 120 NEGRO,13/05/2023,FV FVR 14919,5,"13.025,21","2.605,04",15500,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,13/05/2023,FV FVR 14919,7,"22.647,06","3.235,29",26950,,
VENTAS RESTREPO,"221202 EVA 2,5 MM BLANCO",13/05/2023,FV FVR 14915,1,"6.890,76","6.890,76",8200,,
VENTAS RESTREPO,310102 FLEECE BLANCO,13/05/2023,FV FVE 3704,155,"963.865,55","6.218,49",1147000,,
VENTAS RESTREPO,310103 FLEECE AZUL OSCURO,13/05/2023,FV FVE 3704,4,"24.873,95","6.218,49",29600,,
VENTAS RESTREPO,330320 CAM WATER PLUM,13/05/2023,FV FVR 14922,1,"3.025,21","3.025,21",3600,,
VENTAS RESTREPO,330701 CAM NET NEGRO,13/05/2023,FV FVR 14922,7,"21.176,47","3.025,21",25200,,
VENTAS RESTREPO,430807 BO 32X45X10 VERDE PISTACHO,13/05/2023,FV FVR 14917,2,"2.521,01","1.260,50",3000,,
VENTAS RESTREPO,430811 BO 32X45X10 AZUL ACUEDUCTO,13/05/2023,FV FVR 14917,2,"2.521,01","1.260,50",3000,,
VENTAS RESTREPO,430812 BO 32X45X10 NARANJA PASTEL,13/05/2023,FV FVR 14917,3,"3.781,51","1.260,50",4500,,
VENTAS RESTREPO,430815 BO 32X45X10 AZUL PASTEL,13/05/2023,FV FVR 14917,3,"3.781,51","1.260,50",4500,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,13/05/2023,FV FVR 14924,8,"70.588,24","8.823,53",84000,,
VENTAS RESTREPO,620102 MALLA SANDWICH GRIS CLARO,13/05/2023,FV FVR 14913,"0,5","4.411,76","8.823,53",5250,,
VENTAS RESTREPO,620104 MALLA SANDWICH AZUL OSCURA,13/05/2023,FV FVR 14913,"0,5","4.411,76","8.823,53",5250,,
VENTAS RESTREPO,620114 MALLA SANDWICH NARANJA NEON,13/05/2023,FV FVR 14916,"0,5","4.411,76","8.823,53",5250,,
VENTAS RESTREPO,620114 MALLA SANDWICH NARANJA NEON,13/05/2023,FV FVR 14921,"0,5","4.411,76","8.823,53",5250,,
VENTAS RESTREPO,620127 MALLA SANDWICH VERDE NEON,13/05/2023,FV FVR 14921,"0,5","4.411,76","8.823,53",5250,,
VENTAS RESTREPO,620133 MALLA SANDWICH AZUL ACUEDUCTO,13/05/2023,FV FVR 14921,"0,5","4.411,76","8.823,53",5250,,
JORGE ANDRES AGUIRRE ROJAS,10301 CAM 70 BLANCO,15/05/2023,FV FVE 3706,600,"756.302,52","1.260,50",900000,,
JORGE ANDRES AGUIRRE ROJAS,10901 CAM 70 NEGRO,15/05/2023,FV FVE 3706,"1.500,00","1.890.756,30","1.260,50",2250000,,
JORGE ANDRES AGUIRRE ROJAS,140102 CAM 50 NEGRO,15/05/2023,FV FVE 3706,"1.200,00","1.109.243,70","924,37",1320000,,
JORGE ANDRES AGUIRRE ROJAS,230110 DRILL TUIL KAKI,15/05/2023,FV FVE 3715,40,"309.243,70","7.731,09",368000,,
JORGE ANDRES AGUIRRE ROJAS,570101 BRIONI NEGRO,15/05/2023,FV FVE 3706,"3.000,00","3.403.361,34","1.134,45",4050000,,
JORGE ANDRES AGUIRRE ROJAS,620101 MALLA SANDWICH NEGRA,15/05/2023,FV FVE 3706,"1.000,00","6.722.689,08","6.722,69",8000000,,
JORGE ANDRES AGUIRRE ROJAS,620102 MALLA SANDWICH GRIS CLARO,15/05/2023,FV FVE 3706,400,"2.789.915,97","6.974,79",3320000,,
JORGE ANDRES AGUIRRE ROJAS,620102 MALLA SANDWICH GRIS CLARO,15/05/2023,FV FVE 3715,204,"1.542.857,14","7.563,03",1836000,,
JORGE ANDRES AGUIRRE ROJAS,620104 MALLA SANDWICH AZUL OSCURA,15/05/2023,FV FVE 3706,100,"697.478,99","6.974,79",830000,,
JORGE ANDRES AGUIRRE ROJAS,620106 MALLA SANDWICH FUCSIA,15/05/2023,FV FVE 3706,150,"1.046.218,49","6.974,79",1245000,,
JORGE ANDRES AGUIRRE ROJAS,620128 MALLA SANDWICH CAFÉ,15/05/2023,FV FVE 3706,50,"348.739,50","6.974,79",415000,,
JORGE ANDRES AGUIRRE ROJAS,620130 MALLA SANDWICH VERDE JADE,15/05/2023,FV FVE 3706,50,"348.739,50","6.974,79",415000,,
JORGE ANDRES AGUIRRE ROJAS,620133 MALLA SANDWICH AZUL ACUEDUCTO,15/05/2023,FV FVE 3706,100,"697.478,99","6.974,79",830000,,
JORGE ANDRES AGUIRRE ROJAS,620143 MALLA SAND. CAMUFLADA,15/05/2023,FV FVE 3706,50,"420.168,07","8.403,36",500000,,
JORGE ANDRES AGUIRRE ROJAS,620143 MALLA SAND. CAMUFLADA,15/05/2023,FV FVE 3715,125,"1.155.462,18","9.243,70",1375000,,
VENDEDOR E-COMMERCE,10203 CAM 70 AZUL REY,15/05/2023,FV FVE 3707,100,"134.453,78","1.344,54",160000,,
VENDEDOR E-COMMERCE,130103 CAM 120 NEGRO,15/05/2023,FV FVE 3712,25,"63.025,21","2.521,01",75000,,
VENDEDOR E-COMMERCE,"150110 CAM 30 BLANCO X 2,10 METROS",15/05/2023,FV FVE 3707,500,"420.168,07","840,34",500000,,
VENDEDOR E-COMMERCE,50101 CAM SUBO 70 BLANCO,15/05/2023,FV FVE 3705,5,"12.394,96","2.478,99",14750,,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,15/05/2023,FV FVE 3711,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,15/05/2023,FV FVR 14925,3,"4.411,76","1.470,59",5250,,
VENTAS RESTREPO,10208 CAM 70 AZUL COBALTO,15/05/2023,FV FVE 3711,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,102210 CAM 70 VERDE TURQUESA,15/05/2023,FV FVE 3711,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,15/05/2023,FV FVE 3709,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10301 CAM 70 BLANCO,15/05/2023,FV FVR 14927,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10402 CAM 70 BEIGE OSCURO,15/05/2023,FV FVR 14925,"3,5","5.147,06","1.470,59",6125,,
VENTAS RESTREPO,10502 CAM 70 CAFÉ OSCURO,15/05/2023,FV FVE 3710,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,10702 CAM 70 GRIS CLARO,15/05/2023,FV FVE 3710,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,10803 CAM 70 LILA,15/05/2023,FV FVE 3711,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,15/05/2023,FV FVE 3709,25,"35.714,29","1.428,57",42500,,
VENTAS RESTREPO,10901 CAM 70 NEGRO,15/05/2023,FV FVR 14927,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,11001 CAM 70 NARANJA ZANAHORIA,15/05/2023,FV FVR 14927,20,"28.571,43","1.428,57",34000,,
VENTAS RESTREPO,11101 CAM 70 ROSADO PASTEL,15/05/2023,FV FVE 3709,25,"35.714,29","1.428,57",42500,,
VENTAS RESTREPO,11303 CAM 70 VERDE JADE,15/05/2023,FV FVR 14927,5,"7.352,94","1.470,59",8750,,
VENTAS RESTREPO,11306 CAM 70 VERDE MANZANA,15/05/2023,FV FVE 3714,100,"134.453,78","1.344,54",160000,,
VENTAS RESTREPO,11401 CAM 70 PALO DE ROSA,15/05/2023,FV FVE 3711,50,"67.226,89","1.344,54",80000,,
VENTAS RESTREPO,11401 CAM 70 PALO DE ROSA,15/05/2023,FV FVR 14927,"16,5","24.264,71","1.470,59",28875,,
VENTAS RESTREPO,130118 CAM 150 NEGRO,15/05/2023,FV FVR 14926,10,"32.352,94","3.235,29",38500,,
VENTAS RESTREPO,140101 CAM 50 BLANCO,15/05/2023,FV FVE 3710,100,"113.445,38","1.134,45",135000,,
VENTAS RESTREPO,20403 CAM 100 BEIGE HUESO,15/05/2023,FV FVR 14929,10,"21.848,74","2.184,87",26000,,
VENTAS RESTREPO,310101 FLEECE NEGRO,15/05/2023,FV FVE 3713,2,"12.436,97","6.218,49",14800,,
VENTAS RESTREPO,430402 BO 26X36 NARANJA,15/05/2023,FV FVR 14928,1,"882,35","882,35",1050,,
VENTAS RESTREPO,430402 BO 26X36 NARANJA,15/05/2023,FV FVR 14930,1,"882,35","882,35",1050,,
VENTAS RESTREPO,620101 MALLA SANDWICH NEGRA,15/05/2023,FV FVE 3708,50,"420.168,07","8.403,36",500000,,
VENTAS RESTREPO,10203 CAM 70 AZUL REY,16/05/2023,FV FVR 14934,10,"14.705,88","1.470,59",17500,,
VENTAS RESTREPO,10403 CAM 70 BEIGE HUESO,16/05/2023,FV FVR 14944,1,"1.470,59","1.470,59",1750,,
VENTAS RESTREPO,10702 CAM 70 GRIS CLARO,16/05/2023,FV FVR 14946,100,"134.453,78","1.344,54",160000,,
